Gender,Age,Daily meals frequency,Physical exercise,Height,Weight,BMR,Carbs,Proteins,Fats,Calories,BMI
0,42,3,0,155,85,1613.75,242.062,96.825,64.55,1936.498,35.3798127
0,23,2,4,175,65,1633.75,388.016,155.206,103.471,3104.127,21.2244898
0,22,3,0,185,75,1801.25,270.188,108.075,72.05,2161.502,21.9138057
1,27,4,0,152,83,1484,222.6,89.04,59.36,1780.8,35.92451524
0,22,3,0,165,52,1446.25,216.938,86.775,57.85,1735.502,19.10009183
0,21,3,0,170,85,1812.5,271.875,108.75,72.5,2175,29.41176471
1,20,4,2,165,76,1530.25,296.486,118.594,79.063,2371.887,27.91551882
1,22,2,0,163,55,1297.75,194.662,77.865,51.91,1557.298,20.70081674
0,43,4,0,163,94,1748.75,262.312,104.925,69.95,2098.498,35.3795777
0,25,4,3,178,70,1692.5,364.945,145.978,97.319,2919.563,22.09317005
0,25,3,0,173,55,1511.25,226.688,90.675,60.45,1813.502,18.37682515
1,41,4,0,145,76,1300.25,195.038,78.015,52.01,1560.302,36.14744352
1,28,2,0,142,53,1116.5,167.475,66.99,44.66,1339.8,26.28446737
0,29,3,1,170,93,1852.5,318.398,127.359,84.906,2547.182,32.1799308
0,23,3,0,157,110,1971.25,295.688,118.275,78.85,2365.502,44.62655686
1,22,3,0,147,38,1027.75,154.162,61.665,41.11,1233.298,17.5852654
1,25,4,0,157,88,1575.25,236.288,94.515,63.01,1890.302,35.70124549
1,25,4,0,160,90,1614,242.1,96.84,64.56,1936.8,35.15625
0,21,3,0,168,74,1690,253.5,101.4,67.6,2028,26.21882086
1,30,3,0,163,46,1167.75,175.162,70.065,46.71,1401.298,17.31341037
0,20,2,0,160,47,1375,206.25,82.5,55,1650,18.359375
0,25,2,0,170,65,1592.5,238.875,95.55,63.7,1911,22.49134948
0,24,2,0,168,88,1815,272.25,108.9,72.6,2178,31.17913832
0,24,3,0,157,102,1886.25,282.938,113.175,75.45,2263.502,41.38098909
1,22,4,0,157,62,1330.25,199.538,79.815,53.21,1596.302,25.15315023
0,29,3,1,165,93,1821.25,313.027,125.211,83.474,2504.218,34.15977961
0,24,3,1,175,71,1688.75,290.254,116.102,77.401,2322.033,23.18367347
0,30,3,0,165,86,1746.25,261.938,104.775,69.85,2095.502,31.58861341
1,19,2,0,145,70,1350.25,202.538,81.015,54.01,1620.302,33.29369798
0,29,2,0,170,95,1872.5,280.875,112.35,74.9,2247,32.87197232
1,30,3,0,140,85,1414,212.1,84.84,56.56,1696.8,43.36734694
0,22,3,2,175,69,1678.75,325.258,130.103,86.735,2602.059,22.53061224
0,22,2,0,168,95,1895,284.25,113.7,75.8,2274,33.65929705
1,61,4,0,155,61,1112.75,166.912,66.765,44.51,1335.298,25.39021852
0,34,3,0,160,107,1905,285.75,114.3,76.2,2286,41.796875
1,21,2,0,152,63,1314,197.1,78.84,52.56,1576.8,27.26800554
0,20,4,0,183,81,1858.75,278.812,111.525,74.35,2230.498,24.18704649
0,23,2,0,165,76,1681.25,252.188,100.875,67.25,2017.502,27.91551882
0,23,3,1,175,73,1713.75,294.551,117.82,78.547,2356.407,23.83673469
0,23,2,1,168,55,1490,256.094,102.438,68.292,2048.756,19.48696145
0,22,3,0,168,40,1345,201.75,80.7,53.8,1614,14.1723356
0,21,2,0,160,64,1540,231,92.4,61.6,1848,25
1,32,3,0,140,89,1444,216.6,86.64,57.76,1732.8,45.40816327
0,23,3,0,168,60,1540,231,92.4,61.6,1848,21.2585034
1,24,3,0,152,73,1399,209.85,83.94,55.96,1678.8,31.59626039
1,28,2,0,168,62,1369,205.35,82.14,54.76,1642.8,21.96712018
0,23,2,0,163,130,2208.75,331.312,132.525,88.35,2650.498,48.92920321
0,23,4,0,180,62,1635,245.25,98.1,65.4,1962,19.13580247
0,20,2,0,178,65,1667.5,250.125,100.05,66.7,2001,20.51508648
0,43,3,0,155,88,1638.75,245.812,98.325,65.55,1966.498,36.62851197
0,26,3,0,168,107,1995,299.25,119.7,79.8,2394,37.91099773
0,23,4,0,165,65,1571.25,235.688,94.275,62.85,1885.502,23.87511478
0,27,2,0,160,70,1570,235.5,94.2,62.8,1884,27.34375
0,23,4,0,178,72,1722.5,258.375,103.35,68.9,2067,22.72440348
0,23,3,0,160,104,1930,289.5,115.8,77.2,2316,40.625
0,26,3,2,183,74,1758.75,340.758,136.303,90.869,2726.065,22.09680791
0,28,3,0,175,127,2228.75,334.312,133.725,89.15,2674.498,41.46938776
1,60,2,0,152,80,1289,193.35,77.34,51.56,1546.8,34.62603878
0,25,4,0,175,109,2063.75,309.562,123.825,82.55,2476.498,35.59183673
0,29,3,0,168,52,1430,214.5,85.8,57.2,1716,18.42403628
0,33,4,0,157,87,1691.25,253.688,101.475,67.65,2029.502,35.29554952
0,23,3,0,165,110,2021.25,303.188,121.275,80.85,2425.502,40.4040404
0,22,3,0,168,52,1465,219.75,87.9,58.6,1758,18.42403628
1,38,3,0,140,82,1344,201.6,80.64,53.76,1612.8,41.83673469
0,23,3,4,170,74,1692.5,401.969,160.788,107.192,3215.756,25.60553633
0,24,3,0,183,78,1808.75,271.312,108.525,72.35,2170.498,23.29122996
1,19,3,0,163,85,1612.75,241.912,96.765,64.51,1935.298,31.99217133
0,34,4,0,170,84,1737.5,260.625,104.25,69.5,2085,29.06574394
0,25,3,0,168,75,1680,252,100.8,67.2,2016,26.57312925
0,23,4,2,173,79,1761.25,341.242,136.497,90.998,2729.938,26.3958034
1,21,2,1,165,82,1585.25,272.465,108.986,72.657,2179.717,30.11937557
0,23,3,0,168,71,1650,247.5,99,66,1980,25.15589569
1,24,3,0,157,44,1140.25,171.038,68.415,45.61,1368.302,17.85062274
1,50,2,1,165,46,1080.25,185.668,74.267,49.511,1485.339,16.89623508
0,21,3,0,180,78,1805,270.75,108.3,72.2,2166,24.07407407
1,28,3,0,145,87,1475.25,221.288,88.515,59.01,1770.302,41.37931034
0,18,3,1,170,108,2057.5,353.633,141.453,94.302,2829.062,37.37024221
0,23,3,0,178,110,2102.5,315.375,126.15,84.1,2523,34.71783866
0,22,3,0,165,48,1406.25,210.938,84.375,56.25,1687.502,17.63085399
1,18,3,0,165,90,1680.25,252.038,100.815,67.21,2016.302,33.05785124
0,22,3,1,163,58,1493.75,256.738,102.695,68.464,2053.908,21.8299522
0,24,3,0,178,90,1897.5,284.625,113.85,75.9,2277,28.40550436
0,22,2,0,163,48,1393.75,209.062,83.625,55.75,1672.498,18.06616734
1,21,3,0,168,85,1634,245.1,98.04,65.36,1960.8,30.11621315
1,21,2,0,163,57,1322.75,198.412,79.365,52.91,1587.298,21.45357371
0,20,2,0,165,60,1536.25,230.438,92.175,61.45,1843.502,22.03856749
1,24,4,0,157,87,1570.25,235.538,94.215,62.81,1884.302,35.29554952
1,37,3,0,157,44,1075.25,161.288,64.515,43.01,1290.302,17.85062274
0,22,4,0,157,75,1626.25,243.938,97.575,65.05,1951.502,30.42719786
0,34,4,1,150,85,1622.5,278.867,111.547,74.365,2230.941,37.77777778
1,21,3,0,165,47,1235.25,185.288,74.115,49.41,1482.302,17.26354454
0,27,2,1,163,84,1728.75,297.129,118.852,79.234,2377.03,31.61579284
1,19,3,0,157,85,1575.25,236.288,94.515,63.01,1890.302,34.48415757
1,26,3,0,157,100,1690.25,253.538,101.415,67.61,2028.302,40.56959714
0,21,2,1,163,69,1608.75,276.504,110.602,73.734,2212.03,25.97011555
0,31,3,0,157,89,1721.25,258.188,103.275,68.85,2065.502,36.10694146
1,34,3,0,152,77,1389,208.35,83.34,55.56,1666.8,33.32756233
0,20,2,0,160,46,1365,204.75,81.9,54.6,1638,17.96875
0,21,3,0,165,95,1881.25,282.188,112.875,75.25,2257.502,34.89439853
0,35,2,0,152,57,1350,202.5,81,54,1620,24.67105263
1,16,3,0,165,93,1720.25,258.037,103.215,68.81,2064.298,34.15977961
0,18,2,0,165,77,1716.25,257.438,102.975,68.65,2059.502,28.28282828
0,23,3,3,180,77,1785,384.891,153.956,102.637,3079.121,23.7654321
0,22,3,0,168,92,1865,279.75,111.9,74.6,2238,32.59637188
0,45,2,0,170,96,1802.5,270.375,108.15,72.1,2163,33.21799308
0,18,2,0,163,72,1653.75,248.062,99.225,66.15,1984.498,27.09925101
1,18,2,1,163,60,1367.75,235.082,94.033,62.689,1880.661,22.58270917
0,22,2,1,173,78,1756.25,301.855,120.742,80.495,2414.843,26.06167931
1,28,2,0,152,67,1319,197.85,79.14,52.76,1582.8,28.99930748
1,22,2,0,155,66,1357.75,203.662,81.465,54.31,1629.298,27.47138398
1,21,3,0,168,88,1664,249.6,99.84,66.56,1996.8,31.17913832
1,21,3,0,157,45,1165.25,174.788,69.915,46.61,1398.302,18.25631871
0,30,3,0,163,80,1673.75,251.062,100.425,66.95,2008.498,30.1102789
1,22,2,0,160,80,1529,229.35,91.74,61.16,1834.8,31.25
0,20,2,0,157,62,1506.25,225.938,90.375,60.25,1807.502,25.15315023
1,23,3,0,152,70,1374,206.1,82.44,54.96,1648.8,30.29778393
0,75,3,1,180,72,1475,253.516,101.406,67.604,2028.124,22.22222222
1,22,4,0,145,99,1625.25,243.788,97.515,65.01,1950.302,47.08680143
1,22,2,0,157,55,1260.25,189.038,75.615,50.41,1512.302,22.31327843
1,30,3,0,165,99,1710.25,256.537,102.615,68.41,2052.298,36.36363636
1,26,2,1,145,54,1155.25,198.559,79.423,52.949,1588.469,25.68370987
1,20,2,4,155,48,1187.75,282.091,112.836,75.224,2256.724,19.97918835
1,22,2,0,152,79,1469,220.35,88.14,58.76,1762.8,34.1932133
1,28,3,0,163,93,1647.75,247.162,98.865,65.91,1977.298,35.00319922
0,21,2,1,178,75,1762.5,302.93,121.172,80.781,2423.437,23.67125363
1,20,3,0,150,52,1196.5,179.475,71.79,47.86,1435.8,23.11111111
1,40,3,0,142,100,1526.5,228.975,91.59,61.06,1831.8,49.59333466
1,24,2,0,140,53,1124,168.6,67.44,44.96,1348.8,27.04081633
0,40,3,0,170,53,1397.5,209.625,83.85,55.9,1677,18.33910035
0,23,3,0,178,87,1872.5,280.875,112.35,74.9,2247,27.45865421
1,49,3,0,155,107,1632.75,244.912,97.965,65.31,1959.298,44.53694069
0,19,2,0,175,76,1763.75,264.562,105.825,70.55,2116.498,24.81632653
1,24,3,0,163,65,1387.75,208.162,83.265,55.51,1665.298,24.4646016
1,22,4,0,157,46,1170.25,175.538,70.215,46.81,1404.302,18.66201469
0,30,3,0,170,52,1437.5,215.625,86.25,57.5,1725,17.99307958
0,28,2,0,155,84,1673.75,251.062,100.425,66.95,2008.498,34.9635796
1,16,2,1,165,60,1390.25,238.949,95.58,63.72,1911.596,22.03856749
0,29,3,0,170,50,1422.5,213.375,85.35,56.9,1707,17.30103806
0,30,4,0,168,107,1975,296.25,118.5,79,2370,37.91099773
1,37,3,0,155,99,1612.75,241.912,96.765,64.51,1935.298,41.20707596
1,22,2,0,157,67,1380.25,207.038,82.815,55.21,1656.302,27.18163009
0,25,3,2,170,72,1662.5,322.109,128.844,85.896,2576.876,24.91349481
0,24,3,0,168,117,2105,315.75,126.3,84.2,2526,41.45408163
1,23,3,3,168,55,1324,285.488,114.195,76.13,2283.902,19.48696145
1,23,2,0,163,75,1492.75,223.912,89.565,59.71,1791.298,28.22838647
0,19,2,1,168,71,1670,287.031,114.812,76.542,2296.25,25.15589569
0,22,2,0,160,67,1565,234.75,93.9,62.6,1878,26.171875
0,24,3,0,160,44,1325,198.75,79.5,53,1590,17.1875
0,21,2,0,165,51,1441.25,216.188,86.475,57.65,1729.502,18.73278237
0,24,3,0,165,114,2056.25,308.438,123.375,82.25,2467.502,41.87327824
1,41,3,0,157,105,1665.25,249.788,99.915,66.61,1998.302,42.598077
1,35,3,0,142,77,1321.5,198.225,79.29,52.86,1585.8,38.18686768
0,25,3,0,168,113,2060,309,123.6,82.4,2472,40.03684807
0,28,3,0,168,48,1395,209.25,83.7,55.8,1674,17.00680272
1,28,2,1,163,49,1207.75,207.582,83.033,55.355,1660.655,18.44254582
1,21,2,2,155,42,1122.75,217.533,87.013,58.009,1740.265,17.4817898
1,23,3,3,142,55,1161.5,250.448,100.179,66.786,2003.582,27.27633406
0,21,3,0,180,78,1805,270.75,108.3,72.2,2166,24.07407407
1,51,2,0,152,80,1334,200.1,80.04,53.36,1600.8,34.62603878
0,29,3,0,152,84,1650,247.5,99,66,1980,36.35734072
0,50,2,1,160,68,1435,246.641,98.656,65.771,1973.127,26.5625
1,25,2,0,160,54,1254,188.1,75.24,50.16,1504.8,21.09375
1,23,3,0,157,89,1595.25,239.288,95.715,63.81,1914.302,36.10694146
1,28,3,0,140,72,1294,194.1,77.64,51.76,1552.8,36.73469388
1,24,3,0,170,59,1371.5,205.725,82.29,54.86,1645.8,20.41522491
1,21,2,2,165,56,1325.25,256.767,102.707,68.471,2054.135,20.56932966
1,22,4,0,142,86,1476.5,221.475,88.59,59.06,1771.8,42.6502678
1,22,4,0,152,95,1629,244.35,97.74,65.16,1954.8,41.11842105
0,30,3,0,170,52,1437.5,215.625,86.25,57.5,1725,17.99307958
1,25,3,0,152,66,1324,198.6,79.44,52.96,1588.8,28.56648199
0,24,2,0,175,66,1638.75,245.812,98.325,65.55,1966.498,21.55102041
0,18,4,0,173,74,1736.25,260.438,104.175,69.45,2083.502,24.72518293
1,45,3,0,145,58,1100.25,165.038,66.015,44.01,1320.302,27.5862069
0,22,2,1,165,62,1546.25,265.762,106.305,70.87,2126.098,22.77318641
0,22,3,0,163,60,1513.75,227.062,90.825,60.55,1816.498,22.58270917
0,21,3,4,180,78,1805,428.688,171.475,114.317,3429.505,24.07407407
0,29,4,0,168,101,1920,288,115.2,76.8,2304,35.78514739
1,23,3,0,157,61,1315.25,197.288,78.915,52.61,1578.302,24.74745426
1,44,4,0,137,72,1195.25,179.288,71.715,47.81,1434.302,38.36112739
0,23,3,0,168,82,1760,264,105.6,70.4,2112,29.05328798
1,23,3,0,160,43,1154,173.1,69.24,46.16,1384.8,16.796875
0,53,3,0,170,50,1302.5,195.375,78.15,52.1,1563,17.30103806
0,20,3,0,165,41,1346.25,201.938,80.775,53.85,1615.502,15.05968779
0,23,3,0,168,61,1550,232.5,93,62,1860,21.61281179
0,22,3,0,180,105,2070,310.5,124.2,82.8,2484,32.40740741
0,21,3,0,168,65,1600,240,96,64,1920,23.03004535
0,24,3,0,168,93,1865,279.75,111.9,74.6,2238,32.95068027
0,35,4,0,152,85,1630,244.5,97.8,65.2,1956,36.7901662
0,21,2,0,163,67,1588.75,238.312,95.325,63.55,1906.498,25.21735858
0,26,2,0,175,63,1598.75,239.812,95.925,63.95,1918.498,20.57142857
1,44,3,1,163,45,1087.75,186.957,74.783,49.855,1495.655,16.93703188
1,47,2,0,163,68,1302.75,195.412,78.165,52.11,1563.298,25.59373706
1,22,2,1,168,51,1289,221.547,88.619,59.079,1772.375,18.06972789
0,22,2,0,180,78,1800,270,108,72,2160,24.07407407
1,36,3,0,155,40,1027.75,154.162,61.665,41.11,1233.298,16.64932362
0,22,4,3,165,70,1626.25,350.66,140.264,93.509,2805.277,25.71166208
0,26,3,0,168,61,1535,230.25,92.1,61.4,1842,21.61281179
0,15,3,4,160,49,1420,337.25,134.9,89.933,2697.997,19.140625
0,21,2,0,173,80,1781.25,267.188,106.875,71.25,2137.502,26.7299275
1,54,2,0,145,72,1195.25,179.288,71.715,47.81,1434.302,34.24494649
0,23,3,3,170,75,1702.5,367.102,146.841,97.894,2936.818,25.95155709
0,23,3,1,165,69,1611.25,276.934,110.773,73.849,2215.469,25.34435262
1,59,3,4,157,53,1055.25,250.622,100.249,66.832,2004.972,21.50188649
0,23,2,0,168,72,1660,249,99.6,66.4,1992,25.51020408
1,23,4,0,163,42,1162.75,174.412,69.765,46.51,1395.298,15.80789642
0,31,3,0,157,88,1711.25,256.688,102.675,68.45,2053.502,35.70124549
0,22,4,0,183,105,2088.75,313.312,125.325,83.55,2506.498,31.35357879
0,30,3,0,173,54,1476.25,221.438,88.575,59.05,1771.502,18.04270106
1,22,2,0,173,78,1590.25,238.538,95.415,63.61,1908.302,26.06167931
1,23,2,0,157,56,1265.25,189.788,75.915,50.61,1518.302,22.7189744
0,23,2,4,175,82,1803.75,428.391,171.356,114.238,3427.13,26.7755102
0,26,4,0,157,90,1756.25,263.438,105.375,70.25,2107.502,36.51263743
0,24,4,3,170,95,1897.5,409.148,163.659,109.106,3273.182,32.87197232
1,28,4,0,175,101,1802.75,270.412,108.165,72.11,2163.298,32.97959184
1,30,3,0,168,79,1529,229.35,91.74,61.16,1834.8,27.99036281
0,22,3,0,173,118,2156.25,323.438,129.375,86.25,2587.502,39.42664306
0,28,3,0,163,99,1873.75,281.062,112.425,74.95,2248.498,37.26147013
1,27,4,0,170,68,1446.5,216.975,86.79,57.86,1735.8,23.52941176
0,20,4,0,152,85,1705,255.75,102.3,68.2,2046,36.7901662
0,31,4,0,152,89,1690,253.5,101.4,67.6,2028,38.52146814
0,21,2,1,157,69,1571.25,270.059,108.023,72.016,2160.472,27.99302203
1,44,3,0,163,48,1117.75,167.662,67.065,44.71,1341.298,18.06616734
0,23,2,1,173,63,1601.25,275.215,110.086,73.391,2201.723,21.0498179
1,24,3,0,157,77,1470.25,220.538,88.215,58.81,1764.302,31.2385898
0,30,2,0,173,35,1286.25,192.938,77.175,51.45,1543.502,11.69434328
1,21,3,0,152,89,1574,236.1,94.44,62.96,1888.8,38.52146814
0,22,3,3,168,60,1545,333.141,133.256,88.838,2665.13,21.2585034
1,30,3,0,140,99,1554,233.1,93.24,62.16,1864.8,50.51020408
0,25,3,0,170,52,1462.5,219.375,87.75,58.5,1755,17.99307958
0,50,3,0,168,51,1315,197.25,78.9,52.6,1578,18.06972789
1,38,3,0,160,40,1049,157.35,62.94,41.96,1258.8,15.625
1,27,3,0,157,78,1465.25,219.788,87.915,58.61,1758.302,31.64428577
1,23,3,0,137,73,1310.25,196.538,78.615,52.41,1572.302,38.89392083
0,21,3,0,170,123,2192.5,328.875,131.55,87.7,2631,42.56055363
1,23,3,0,157,90,1605.25,240.788,96.315,64.21,1926.302,36.51263743
0,25,3,1,173,100,1961.25,337.09,134.836,89.891,2696.723,33.41240937
0,25,3,0,163,110,1998.75,299.812,119.925,79.95,2398.498,41.40163348
0,22,2,2,170,65,1607.5,311.453,124.581,83.054,2491.622,22.49134948
1,23,4,0,157,97,1675.25,251.288,100.515,67.01,2010.302,39.35250923
0,20,3,0,157,40,1286.25,192.938,77.175,51.45,1543.502,16.22783886
1,21,2,0,152,52,1204,180.6,72.24,48.16,1444.8,22.50692521
0,22,2,0,145,58,1381.25,207.188,82.875,55.25,1657.502,27.5862069
0,22,3,0,160,114,2035,305.25,122.1,81.4,2442,44.53125
1,27,3,0,152,97,1624,243.6,97.44,64.96,1948.8,41.98407202
1,21,2,1,155,65,1352.75,232.504,93.002,62.001,1860.033,27.05515088
0,32,3,0,155,93,1743.75,261.562,104.625,69.75,2092.498,38.70967742
1,21,3,0,157,43,1145.25,171.788,68.715,45.81,1374.302,17.44492677
0,23,3,0,165,47,1391.25,208.688,83.475,55.65,1669.502,17.26354454
1,22,2,1,150,58,1246.5,214.242,85.697,57.131,1713.935,25.77777778
0,29,2,1,173,93,1871.25,321.621,128.648,85.766,2572.97,31.07354071
1,61,3,0,152,61,1094,164.1,65.64,43.76,1312.8,26.40235457
0,22,3,1,165,105,1976.25,339.668,135.867,90.578,2717.342,38.56749311
0,22,2,0,168,60,1545,231.75,92.7,61.8,1854,21.2585034
1,23,3,0,142,84,1451.5,217.725,87.09,58.06,1741.8,41.65840111
0,23,3,2,178,79,1792.5,347.297,138.919,92.612,2778.372,24.93372049
0,22,4,1,168,62,1565,268.984,107.594,71.729,2151.873,21.96712018
1,22,2,2,157,68,1390.25,269.361,107.744,71.83,2154.89,27.58732606
0,23,3,0,180,63,1645,246.75,98.7,65.8,1974,19.44444444
0,49,3,0,157,89,1631.25,244.688,97.875,65.25,1957.502,36.10694146
1,27,3,0,157,45,1135.25,170.288,68.115,45.41,1362.302,18.25631871
1,23,2,2,160,74,1464,283.65,113.46,75.64,2269.2,28.90625
0,22,3,0,165,43,1356.25,203.438,81.375,54.25,1627.502,15.7943067
0,29,4,0,175,108,2033.75,305.062,122.025,81.35,2440.498,35.26530612
0,31,3,0,163,106,1928.75,289.312,115.725,77.15,2314.498,39.89611954
1,22,2,0,157,80,1510.25,226.538,90.615,60.41,1812.302,32.45567772
1,50,3,0,142,70,1176.5,176.475,70.59,47.06,1411.8,34.71533426
1,50,3,0,165,50,1120.25,168.038,67.215,44.81,1344.302,18.36547291
1,24,4,2,168,60,1369,265.244,106.098,70.732,2121.956,21.2585034
1,20,2,2,165,63,1400.25,271.298,108.519,72.346,2170.382,23.14049587
0,24,3,0,165,120,2116.25,317.438,126.975,84.65,2539.502,44.07713499
1,22,2,0,130,39,931.5,139.725,55.89,37.26,1117.8,23.07692308
0,40,4,0,183,110,2048.75,307.312,122.925,81.95,2458.498,32.84660635
0,23,3,1,168,82,1760,302.5,121,80.667,2420.003,29.05328798
0,27,3,0,165,49,1391.25,208.688,83.475,55.65,1669.502,17.99816345
0,35,3,0,155,88,1678.75,251.812,100.725,67.15,2014.498,36.62851197
0,27,4,0,160,102,1890,283.5,113.4,75.6,2268,39.84375
0,22,3,0,170,102,1977.5,296.625,118.65,79.1,2373,35.29411765
0,25,2,4,173,78,1741.25,413.547,165.419,110.279,3308.375,26.06167931
1,47,3,0,142,110,1591.5,238.725,95.49,63.66,1909.8,54.55266812
1,26,4,2,178,71,1531.5,296.728,118.691,79.128,2373.828,22.40878677
1,24,3,0,145,86,1485.25,222.788,89.115,59.41,1782.302,40.90368609
0,23,3,1,173,63,1601.25,275.215,110.086,73.391,2201.723,21.0498179
1,28,3,0,157,45,1130.25,169.538,67.815,45.21,1356.302,18.25631871
1,22,2,0,160,71,1439,215.85,86.34,57.56,1726.8,27.734375
1,29,4,0,140,72,1289,193.35,77.34,51.56,1546.8,36.73469388
0,28,3,0,157,76,1606.25,240.938,96.375,64.25,1927.502,30.83289383
1,40,3,0,155,99,1597.75,239.662,95.865,63.91,1917.298,41.20707596
1,22,3,0,157,87,1580.25,237.038,94.815,63.21,1896.302,35.29554952
1,20,2,0,163,44,1197.75,179.662,71.865,47.91,1437.298,16.56065339
0,20,2,1,165,69,1626.25,279.512,111.805,74.536,2236.092,25.34435262
0,22,3,2,180,62,1640,317.75,127.1,84.733,2541.997,19.13580247
0,22,4,4,173,70,1676.25,398.109,159.244,106.162,3184.87,23.38868656
0,21,3,0,160,45,1350,202.5,81,54,1620,17.578125
1,47,3,0,145,104,1550.25,232.538,93.015,62.01,1860.302,49.46492271
0,27,2,1,165,82,1721.25,295.84,118.336,78.891,2366.723,30.11937557
0,24,4,2,175,82,1798.75,348.508,139.403,92.935,2788.059,26.7755102
0,27,3,0,173,111,2061.25,309.188,123.675,82.45,2473.502,37.0877744
1,18,3,1,170,110,1911.5,328.539,131.416,87.61,2628.31,38.06228374
1,31,3,0,160,46,1144,171.6,68.64,45.76,1372.8,17.96875
1,24,3,0,145,94,1565.25,234.788,93.915,62.61,1878.302,44.70868014
1,19,4,0,137,71,1310.25,196.538,78.615,52.41,1572.302,37.82833395
1,28,3,0,152,58,1229,184.35,73.74,49.16,1474.8,25.10387812
0,29,2,0,168,96,1870,280.5,112.2,74.8,2244,34.01360544
0,25,3,2,165,79,1701.25,329.617,131.847,87.898,2636.938,29.0174472
0,20,3,0,168,106,2015,302.25,120.9,80.6,2418,37.55668934
0,51,3,0,165,50,1281.25,192.188,76.875,51.25,1537.502,18.36547291
1,48,3,0,165,109,1720.25,258.037,103.215,68.81,2064.298,40.03673095
0,24,2,2,170,66,1607.5,311.453,124.581,83.054,2491.622,22.83737024
1,36,4,0,142,88,1426.5,213.975,85.59,57.06,1711.8,43.6421345
0,23,3,1,165,70,1621.25,278.652,111.461,74.307,2229.215,25.71166208
0,30,3,0,173,52,1456.25,218.438,87.375,58.25,1747.502,17.37445287
0,40,3,0,160,108,1885,282.75,113.1,75.4,2262,42.1875
1,22,2,0,163,75,1497.75,224.662,89.865,59.91,1797.298,28.22838647
0,30,3,0,168,51,1415,212.25,84.9,56.6,1698,18.06972789
1,17,2,0,155,56,1282.75,192.412,76.965,51.31,1539.298,23.30905307
1,26,3,0,145,94,1555.25,233.288,93.315,62.21,1866.302,44.70868014
1,30,2,0,155,75,1407.75,211.162,84.465,56.31,1689.298,31.21748179
1,45,3,0,147,92,1452.75,217.912,87.165,58.11,1743.298,42.57485307
1,22,2,0,155,51,1207.75,181.162,72.465,48.31,1449.298,21.22788762
1,41,4,0,142,58,1101.5,165.225,66.09,44.06,1321.8,28.7641341
0,29,3,0,173,105,1991.25,298.688,119.475,79.65,2389.502,35.08302984
1,22,3,0,152,79,1469,220.35,88.14,58.76,1762.8,34.1932133
1,23,3,3,165,67,1425.25,307.32,122.928,81.952,2458.56,24.6097337
0,33,3,0,163,119,2048.75,307.312,122.925,81.95,2458.498,44.78903986
1,19,3,0,160,85,1594,239.1,95.64,63.76,1912.8,33.203125
0,27,3,0,168,87,1790,268.5,107.4,71.6,2148,30.82482993
0,49,2,1,160,67,1430,245.781,98.312,65.542,1966.25,26.171875
0,25,2,0,170,80,1742.5,261.375,104.55,69.7,2091,27.6816609
0,16,3,4,173,69,1696.25,402.859,161.144,107.429,3222.873,23.05456246
1,43,4,0,140,77,1269,190.35,76.14,50.76,1522.8,39.28571429
0,24,3,0,157,120,2066.25,309.938,123.975,82.65,2479.502,48.68351657
0,22,2,0,168,83,1775,266.25,106.5,71,2130,29.40759637
0,22,3,0,175,98,1968.75,295.312,118.125,78.75,2362.498,32
0,23,3,4,170,70,1652.5,392.469,156.988,104.658,3139.75,24.22145329
1,23,3,0,160,60,1324,198.6,79.44,52.96,1588.8,23.4375
1,25,4,0,163,65,1382.75,207.412,82.965,55.31,1659.298,24.4646016
0,23,2,0,163,47,1378.75,206.812,82.725,55.15,1654.498,17.68978885
1,39,2,1,157,45,1075.25,184.809,73.923,49.282,1478.466,18.25631871
0,56,3,0,173,55,1356.25,203.438,81.375,54.25,1627.502,18.37682515
1,24,3,0,135,85,1412.75,211.912,84.765,56.51,1695.298,46.63923182
0,42,4,0,155,87,1633.75,245.062,98.025,65.35,1960.498,36.21227888
1,25,3,1,157,64,1335.25,229.496,91.798,61.199,1835.967,25.96454217
0,35,3,0,168,47,1350,202.5,81,54,1620,16.65249433
1,22,2,4,163,49,1237.75,293.966,117.586,78.391,2351.727,18.44254582
0,55,3,0,155,88,1578.75,236.812,94.725,63.15,1894.498,36.62851197
0,22,2,0,168,85,1795,269.25,107.7,71.8,2154,30.11621315
0,25,3,0,165,112,2031.25,304.688,121.875,81.25,2437.502,41.13865932
0,21,2,1,168,90,1850,317.969,127.188,84.792,2543.756,31.8877551
0,20,3,0,168,111,2065,309.75,123.9,82.6,2478,39.32823129
0,23,3,2,165,60,1521.25,294.742,117.897,78.598,2357.938,22.03856749
1,25,4,0,160,95,1664,249.6,99.84,66.56,1996.8,37.109375
0,19,2,1,160,73,1640,281.875,112.75,75.167,2255.003,28.515625
0,23,4,0,173,90,1871.25,280.688,112.275,74.85,2245.502,30.07116843
1,28,3,0,168,48,1229,184.35,73.74,49.16,1474.8,17.00680272
0,21,4,4,163,85,1768.75,420.078,168.031,112.021,3360.625,31.99217133
0,20,2,0,157,66,1546.25,231.938,92.775,61.85,1855.502,26.77593411
0,23,3,0,160,118,2070,310.5,124.2,82.8,2484,46.09375
1,25,3,0,163,47,1202.75,180.412,72.165,48.11,1443.298,17.68978885
1,48,2,0,145,60,1105.25,165.788,66.315,44.21,1326.302,28.53745541
0,27,3,0,175,80,1763.75,264.562,105.825,70.55,2116.498,26.12244898
