Gender,Age,Daily meals frequency,Physical exercise,Height,Weight,BMR,Carbs,Proteins,Fats,Calories,BMI
0,21,3,0,168,75,1700,255,102,68,2040,26.57312925
1,33,2,1,163,48,1172.75,201.566,80.627,53.751,1612.531,18.06616734
1,35,3,0,140,91,1449,217.35,86.94,57.96,1738.8,46.42857143
0,23,2,0,178,85,1852.5,277.875,111.15,74.1,2223,26.82742078
1,22,2,0,165,60,1360.25,204.038,81.615,54.41,1632.302,22.03856749
1,23,3,0,152,50,1174,176.1,70.44,46.96,1408.8,21.64127424
0,24,3,1,165,69,1606.25,276.074,110.43,73.62,2208.596,25.34435262
0,21,3,0,173,88,1861.25,279.188,111.675,74.45,2233.502,29.40292024
1,21,2,0,157,56,1275.25,191.288,76.515,51.01,1530.302,22.7189744
0,23,3,1,160,43,1320,226.875,90.75,60.5,1815,16.796875
1,41,2,1,163,47,1122.75,192.973,77.189,51.459,1543.779,17.68978885
0,40,3,0,168,116,2015,302.25,120.9,80.6,2418,41.09977324
1,21,2,2,155,56,1262.75,244.658,97.863,65.242,1957.262,23.30905307
0,34,2,0,170,65,1547.5,232.125,92.85,61.9,1857,22.49134948
0,21,2,1,163,68,1598.75,274.785,109.914,73.276,2198.28,25.59373706
0,20,2,0,160,65,1555,233.25,93.3,62.2,1866,25.390625
1,50,4,0,155,87,1427.75,214.162,85.665,57.11,1713.298,36.21227888
0,22,2,0,173,59,1566.25,234.938,93.975,62.65,1879.502,19.71332153
0,24,3,0,165,47,1386.25,207.938,83.175,55.45,1663.502,17.26354454
1,47,3,0,163,45,1072.75,160.912,64.365,42.91,1287.298,16.93703188
1,33,3,0,145,81,1390.25,208.538,83.415,55.61,1668.302,38.5255648
0,22,2,0,157,45,1326.25,198.938,79.575,53.05,1591.502,18.25631871
0,26,3,0,170,61,1547.5,232.125,92.85,61.9,1857,21.10726644
0,22,3,1,165,61,1536.25,264.043,105.617,70.411,2112.339,22.40587695
1,22,3,1,163,75,1497.75,257.426,102.97,68.647,2059.407,28.22838647
0,25,2,0,155,44,1288.75,193.312,77.325,51.55,1546.498,18.31425598
1,49,3,0,152,84,1384,207.6,83.04,55.36,1660.8,36.35734072
1,21,2,0,152,60,1284,192.6,77.04,51.36,1540.8,25.96952909
1,22,3,0,157,56,1270.25,190.538,76.215,50.81,1524.302,22.7189744
0,22,4,0,160,101,1905,285.75,114.3,76.2,2286,39.453125
0,26,3,1,168,56,1485,255.234,102.094,68.062,2041.87,19.84126984
0,33,4,0,163,98,1838.75,275.812,110.325,73.55,2206.498,36.88509165
1,44,3,0,157,59,1190.25,178.538,71.415,47.61,1428.302,23.93606231
0,22,3,0,175,78,1768.75,265.312,106.125,70.75,2122.498,25.46938776
0,25,2,0,168,47,1400,210,84,56,1680,16.65249433
0,55,2,0,165,85,1611.25,241.688,96.675,64.45,1933.502,31.22130395
0,30,3,0,168,57,1475,221.25,88.5,59,1770,20.19557823
0,25,3,0,168,118,2110,316.5,126.6,84.4,2532,41.80839002
0,23,2,3,173,75,1721.25,371.145,148.458,98.972,2969.16,25.05930703
0,20,3,0,160,47,1375,206.25,82.5,55,1650,18.359375
1,21,3,0,165,62,1385.25,207.788,83.115,55.41,1662.302,22.77318641
0,30,2,1,163,84,1713.75,294.551,117.82,78.547,2356.407,31.61579284
1,40,3,0,163,68,1337.75,200.662,80.265,53.51,1605.298,25.59373706
0,56,3,0,155,85,1543.75,231.562,92.625,61.75,1852.498,35.3798127
0,31,4,3,178,78,1742.5,375.727,150.291,100.194,3005.818,24.61810377
0,31,2,0,163,68,1548.75,232.312,92.925,61.95,1858.498,25.59373706
1,25,3,0,155,44,1122.75,168.412,67.365,44.91,1347.298,18.31425598
1,19,3,0,145,73,1380.25,207.038,82.815,55.21,1656.302,34.72057075
0,26,3,0,170,120,2137.5,320.625,128.25,85.5,2565,41.52249135
0,26,3,0,168,54,1465,219.75,87.9,58.6,1758,19.13265306
0,45,3,1,170,65,1492.5,256.523,102.609,68.406,2052.182,22.49134948
0,22,4,3,178,74,1747.5,376.805,150.722,100.481,3014.437,23.35563691
0,25,3,0,170,107,2012.5,301.875,120.75,80.5,2415,37.02422145
0,23,3,0,170,75,1702.5,255.375,102.15,68.1,2043,25.95155709
0,25,4,3,173,75,1711.25,368.988,147.595,98.397,2951.905,25.05930703
0,23,3,0,170,85,1802.5,270.375,108.15,72.1,2163,29.41176471
1,20,2,0,165,78,1550.25,232.538,93.015,62.01,1860.302,28.65013774
1,22,3,0,160,45,1179,176.85,70.74,47.16,1414.8,17.578125
0,27,3,0,168,117,2090,313.5,125.4,83.6,2508,41.45408163
0,25,2,4,183,79,1813.75,430.766,172.306,114.871,3446.127,23.58983547
1,22,3,0,160,65,1379,206.85,82.74,55.16,1654.8,25.390625
1,29,3,0,142,90,1481.5,222.225,88.89,59.26,1777.8,44.63400119
0,23,4,0,157,87,1741.25,261.188,104.475,69.65,2089.502,35.29554952
1,22,3,0,152,93,1609,241.35,96.54,64.36,1930.8,40.25277008
0,25,2,2,160,70,1580,306.125,122.45,81.633,2448.997,27.34375
1,46,2,1,160,46,1069,183.734,73.494,48.996,1469.876,17.96875
0,25,3,0,160,118,2060,309,123.6,82.4,2472,46.09375
0,28,2,0,165,49,1386.25,207.938,83.175,55.45,1663.502,17.99816345
0,24,3,0,165,99,1906.25,285.938,114.375,76.25,2287.502,36.36363636
0,30,3,0,173,70,1636.25,245.438,98.175,65.45,1963.502,23.38868656
0,25,3,0,157,88,1741.25,261.188,104.475,69.65,2089.502,35.70124549
1,52,3,0,163,90,1497.75,224.662,89.865,59.91,1797.298,33.87406376
0,29,3,0,168,52,1430,214.5,85.8,57.2,1716,18.42403628
0,23,3,0,170,68,1632.5,244.875,97.95,65.3,1959,23.52941176
0,22,2,0,165,78,1706.25,255.938,102.375,68.25,2047.502,28.65013774
0,24,3,0,160,43,1315,197.25,78.9,52.6,1578,16.796875
1,27,2,0,157,77,1455.25,218.288,87.315,58.21,1746.302,31.2385898
1,28,4,0,160,92,1619,242.85,97.14,64.76,1942.8,35.9375
0,22,3,0,163,113,2043.75,306.562,122.625,81.75,2452.498,42.53076894
1,25,3,0,137,74,1310.25,196.538,78.615,52.41,1572.302,39.42671426
0,26,2,0,168,68,1605,240.75,96.3,64.2,1926,24.09297052
1,60,2,0,157,79,1310.25,196.538,78.615,52.41,1572.302,32.04998174
1,30,2,0,155,80,1457.75,218.662,87.465,58.31,1749.298,33.29864724
1,25,3,0,178,132,2146.5,321.975,128.79,85.86,2575.8,41.66140639
1,29,3,0,145,93,1530.25,229.538,91.815,61.21,1836.302,44.23305589
0,38,3,0,157,102,1816.25,272.438,108.975,72.65,2179.502,41.38098909
1,23,3,0,150,49,1151.5,172.725,69.09,46.06,1381.8,21.77777778
0,23,3,0,175,110,2083.75,312.562,125.025,83.35,2500.498,35.91836735
1,41,4,0,142,68,1201.5,180.225,72.09,48.06,1441.8,33.72346757
0,29,2,0,160,80,1660,249,99.6,66.4,1992,31.25
0,20,3,0,163,77,1693.75,254.062,101.625,67.75,2032.498,28.98114344
0,23,2,0,178,56,1562.5,234.375,93.75,62.5,1875,17.67453604
1,21,3,0,132,50,1059,158.85,63.54,42.36,1270.8,28.69605142
1,19,2,0,142,67,1301.5,195.225,78.09,52.06,1561.8,33.22753422
0,20,3,0,165,40,1336.25,200.438,80.175,53.45,1603.502,14.69237833
1,31,3,0,160,80,1484,222.6,89.04,59.36,1780.8,31.25
1,22,2,1,142,58,1196.5,205.648,82.259,54.84,1645.188,28.7641341
0,24,3,1,168,64,1575,270.703,108.281,72.188,2165.628,22.67573696
0,39,3,0,170,50,1372.5,205.875,82.35,54.9,1647,17.30103806
1,36,3,0,160,47,1129,169.35,67.74,45.16,1354.8,18.359375
0,24,3,0,168,75,1685,252.75,101.1,67.4,2022,26.57312925
0,23,2,0,178,91,1912.5,286.875,114.75,76.5,2295,28.72112107
0,27,2,0,168,98,1900,285,114,76,2280,34.72222222
1,23,3,0,163,68,1422.75,213.412,85.365,56.91,1707.298,25.59373706
0,23,3,2,168,80,1740,337.125,134.85,89.9,2697,28.3446712
0,23,3,0,160,93,1820,273,109.2,72.8,2184,36.328125
0,22,4,1,178,86,1867.5,320.977,128.391,85.594,2567.818,27.1430375
0,22,3,0,160,116,2055,308.25,123.3,82.2,2466,45.3125
0,22,3,4,180,76,1780,422.75,169.1,112.733,3381.997,23.45679012
1,18,3,0,165,45,1230.25,184.538,73.815,49.21,1476.302,16.52892562
0,26,3,0,165,47,1376.25,206.438,82.575,55.05,1651.502,17.26354454
1,27,3,0,163,45,1172.75,175.912,70.365,46.91,1407.298,16.93703188
1,38,2,0,160,79,1439,215.85,86.34,57.56,1726.8,30.859375
0,29,3,0,157,88,1721.25,258.188,103.275,68.85,2065.502,35.70124549
0,23,2,4,168,69,1630,387.125,154.85,103.233,3096.997,24.44727891
1,20,3,0,157,90,1620.25,243.038,97.215,64.81,1944.302,36.51263743
1,23,3,0,157,63,1335.25,200.288,80.115,53.41,1602.302,25.5588462
1,18,3,0,160,45,1199,179.85,71.94,47.96,1438.8,17.578125
1,43,3,0,142,108,1591.5,238.725,95.49,63.66,1909.8,53.56080143
1,21,3,0,132,47,1029,154.35,61.74,41.16,1234.8,26.97428834
1,26,4,0,152,57,1229,184.35,73.74,49.16,1474.8,24.67105263
1,22,2,1,163,46,1207.75,207.582,83.033,55.355,1660.655,17.31341037
0,22,3,0,180,78,1800,270,108,72,2160,24.07407407
0,27,4,0,170,115,2082.5,312.375,124.95,83.3,2499,39.79238754
0,24,3,2,165,66,1576.25,305.398,122.159,81.44,2443.188,24.24242424
0,23,3,0,170,101,1962.5,294.375,117.75,78.5,2355,34.94809689
0,23,4,1,140,69,1455,250.078,100.031,66.688,2000.628,35.20408163
1,21,3,1,173,60,1415.25,243.246,97.298,64.866,1945.97,20.04744562
1,21,4,0,140,76,1369,205.35,82.14,54.76,1642.8,38.7755102
0,24,2,1,168,77,1705,293.047,117.219,78.146,2344.378,27.28174603
0,23,3,0,163,58,1488.75,223.312,89.325,59.55,1786.498,21.8299522
0,36,3,0,157,90,1706.25,255.938,102.375,68.25,2047.502,36.51263743
1,40,2,1,163,48,1137.75,195.551,78.22,52.147,1564.407,18.06616734
0,21,3,4,168,62,1570,372.875,149.15,99.433,2982.997,21.96712018
1,21,2,0,145,62,1260.25,189.038,75.615,50.41,1512.302,29.48870392
0,23,4,0,173,108,2051.25,307.688,123.075,82.05,2461.502,36.08540212
1,21,3,0,170,45,1246.5,186.975,74.79,49.86,1495.8,15.57093426
1,33,3,0,160,42,1094,164.1,65.64,43.76,1312.8,16.40625
1,40,3,0,155,43,1037.75,155.662,62.265,41.51,1245.298,17.89802289
0,21,3,1,165,64,1571.25,270.059,108.023,72.016,2160.472,23.50780533
1,20,3,4,165,61,1380.25,327.809,131.124,87.416,2622.476,22.40587695
0,20,4,4,173,65,1636.25,388.609,155.444,103.629,3108.873,21.71806609
1,23,2,0,155,63,1322.75,198.412,79.365,52.91,1587.298,26.2226847
0,25,3,0,157,108,1941.25,291.188,116.475,77.65,2329.502,43.81516492
1,30,3,0,152,72,1359,203.85,81.54,54.36,1630.8,31.1634349
1,24,3,1,150,59,1246.5,214.242,85.697,57.131,1713.935,26.22222222
1,26,3,0,160,46,1169,175.35,70.14,46.76,1402.8,17.96875
0,58,3,0,165,50,1246.25,186.938,74.775,49.85,1495.502,18.36547291
1,22,3,1,160,60,1329,228.422,91.369,60.912,1827.372,23.4375
1,38,3,0,157,44,1070.25,160.538,64.215,42.81,1284.302,17.85062274
1,25,3,0,147,50,1132.75,169.912,67.965,45.31,1359.298,23.1385071
0,22,4,0,163,103,1943.75,291.562,116.625,77.75,2332.498,38.76698408
0,27,2,1,165,83,1731.25,297.559,119.023,79.349,2380.469,30.48668503
1,25,3,0,157,93,1625.25,243.788,97.515,65.01,1950.302,37.72972534
0,22,3,0,163,40,1313.75,197.062,78.825,52.55,1576.498,15.05513945
0,47,2,0,188,105,1995,299.25,119.7,79.8,2394,29.70801268
1,25,3,0,152,99,1654,248.1,99.24,66.16,1984.8,42.84972299
1,28,3,0,145,85,1455.25,218.288,87.315,58.21,1746.302,40.42806183
0,22,3,0,155,113,1993.75,299.062,119.625,79.75,2392.498,47.03433923
1,22,2,0,157,78,1490.25,223.538,89.415,59.61,1788.302,31.64428577
0,28,3,0,175,122,2178.75,326.812,130.725,87.15,2614.498,39.83673469
1,22,3,0,157,75,1460.25,219.038,87.615,58.41,1752.302,30.42719786
1,22,2,4,157,70,1410.25,334.934,133.974,89.316,2679.476,28.398718
0,22,2,1,173,82,1796.25,308.73,123.492,82.328,2469.84,27.39817568
1,50,3,0,157,78,1350.25,202.538,81.015,54.01,1620.302,31.64428577
1,47,3,0,157,68,1265.25,189.788,75.915,50.61,1518.302,27.58732606
0,23,3,0,165,49,1411.25,211.688,84.675,56.45,1693.502,17.99816345
0,25,3,1,165,84,1751.25,300.996,120.398,80.266,2407.97,30.85399449
1,32,2,1,152,46,1089,187.172,74.869,49.912,1497.372,19.9099723
1,22,3,0,147,92,1567.75,235.162,94.065,62.71,1881.298,42.57485307
0,24,2,1,175,87,1848.75,317.754,127.102,84.734,2542.03,28.40816327
1,43,2,1,140,50,999,171.703,68.681,45.787,1373.619,25.51020408
1,39,2,0,160,80,1444,216.6,86.64,57.76,1732.8,31.25
0,23,3,3,183,85,1883.75,406.184,162.473,108.316,3249.472,25.38146854
0,20,3,0,168,50,1455,218.25,87.3,58.2,1746,17.7154195
0,26,3,0,168,95,1875,281.25,112.5,75,2250,33.65929705
0,30,2,0,163,80,1673.75,251.062,100.425,66.95,2008.498,30.1102789
1,21,2,1,157,69,1405.25,241.527,96.611,64.407,1932.215,27.99302203
0,27,4,0,178,98,1962.5,294.375,117.75,78.5,2355,30.93043808
1,22,3,0,160,47,1199,179.85,71.94,47.96,1438.8,18.359375
0,30,3,0,170,98,1897.5,284.625,113.85,75.9,2277,33.9100346
0,28,3,1,168,86,1775,305.078,122.031,81.354,2440.622,30.47052154
0,26,3,0,168,65,1575,236.25,94.5,63,1890,23.03004535
0,23,4,2,157,70,1571.25,304.43,121.772,81.181,2435.437,28.398718
1,24,3,0,155,65,1337.75,200.662,80.265,53.51,1605.298,27.05515088
1,32,3,0,142,94,1506.5,225.975,90.39,60.26,1807.8,46.61773458
1,25,2,0,163,77,1502.75,225.412,90.165,60.11,1803.298,28.98114344
0,29,3,0,168,89,1800,270,108,72,2160,31.53344671
0,22,3,0,163,40,1313.75,197.062,78.825,52.55,1576.498,15.05513945
1,21,2,0,150,68,1351.5,202.725,81.09,54.06,1621.8,30.22222222
0,23,2,0,160,70,1590,238.5,95.4,63.6,1908,27.34375
0,25,3,1,170,90,1842.5,316.68,126.672,84.448,2533.44,31.14186851
1,25,3,0,145,93,1550.25,232.538,93.015,62.01,1860.302,44.23305589
1,27,3,0,155,76,1432.75,214.912,85.965,57.31,1719.298,31.63371488
0,24,3,0,165,116,2076.25,311.438,124.575,83.05,2491.502,42.60789715
0,22,4,1,183,92,1958.75,336.66,134.664,89.776,2693.28,27.47170713
1,25,3,2,160,76,1474,285.588,114.235,76.157,2284.705,29.6875
0,35,3,0,170,50,1392.5,208.875,83.55,55.7,1671,17.30103806
1,19,2,2,157,69,1415.25,274.205,109.682,73.121,2193.637,27.99302203
0,21,4,0,178,69,1702.5,255.375,102.15,68.1,2043,21.77755334
1,28,3,0,145,93,1535.25,230.288,92.115,61.41,1842.302,44.23305589
0,23,3,0,170,69,1642.5,246.375,98.55,65.7,1971,23.87543253
1,43,2,1,155,70,1292.75,222.191,88.877,59.251,1777.531,29.13631634
1,18,3,1,163,47,1237.75,212.738,85.095,56.73,1701.902,17.68978885
0,26,3,0,170,51,1447.5,217.125,86.85,57.9,1737,17.64705882
1,32,4,1,157,97,1630.25,280.199,112.08,74.72,2241.596,39.35250923
0,21,3,4,175,72,1713.75,407.016,162.806,108.538,3256.13,23.51020408
0,24,3,0,160,109,1975,296.25,118.5,79,2370,42.578125
1,25,3,2,163,84,1572.75,304.72,121.888,81.259,2437.763,31.61579284
1,22,4,0,160,63,1359,203.85,81.54,54.36,1630.8,24.609375
1,22,2,1,157,40,1110.25,190.824,76.33,50.886,1526.59,16.22783886
0,25,3,0,165,97,1881.25,282.188,112.875,75.25,2257.502,35.62901745
0,21,3,0,155,100,1868.75,280.312,112.125,74.75,2242.498,41.62330905
0,22,3,2,168,63,1575,305.156,122.062,81.375,2441.247,22.32142857
1,32,3,0,163,41,1107.75,166.162,66.465,44.31,1329.298,15.43151793
1,20,4,0,163,50,1257.75,188.662,75.465,50.31,1509.298,18.81892431
0,24,2,0,178,74,1737.5,260.625,104.25,69.5,2085,23.35563691
1,46,3,4,157,64,1230.25,292.184,116.874,77.916,2337.476,25.96454217
1,28,3,0,145,97,1575.25,236.288,94.515,63.01,1890.302,46.13555291
1,22,4,1,155,43,1127.75,193.832,77.533,51.689,1550.661,17.89802289
0,25,3,0,163,99,1888.75,283.312,113.325,75.55,2266.498,37.26147013
0,33,3,0,155,87,1678.75,251.812,100.725,67.15,2014.498,36.21227888
0,37,3,0,157,114,1941.25,291.188,116.475,77.65,2329.502,46.24934074
0,23,3,2,175,80,1783.75,345.602,138.241,92.16,2764.812,26.12244898
0,30,3,0,163,82,1693.75,254.062,101.625,67.75,2032.498,30.86303587
1,43,3,0,152,99,1564,234.6,93.84,62.56,1876.8,42.84972299
0,22,3,0,165,63,1556.25,233.438,93.375,62.25,1867.502,23.14049587
0,23,3,3,173,71,1681.25,362.52,145.008,96.672,2900.16,23.72281065
0,22,2,0,168,49,1435,215.25,86.1,57.4,1722,17.36111111
0,24,3,0,173,78,1746.25,261.938,104.775,69.85,2095.502,26.06167931
0,27,4,0,170,105,1982.5,297.375,118.95,79.3,2379,36.33217993
0,46,3,0,163,103,1823.75,273.562,109.425,72.95,2188.498,38.76698408
0,22,4,0,157,97,1846.25,276.938,110.775,73.85,2215.502,39.35250923
0,30,3,0,168,50,1405,210.75,84.3,56.2,1686,17.7154195
0,21,3,0,160,47,1370,205.5,82.2,54.8,1644,18.359375
0,23,2,2,168,67,1610,311.938,124.775,83.183,2495.499,23.73866213
0,23,3,0,163,116,2068.75,310.312,124.125,82.75,2482.498,43.6599044
1,23,2,0,157,50,1205.25,180.788,72.315,48.21,1446.302,20.28479857
0,29,3,0,168,102,1930,289.5,115.8,77.2,2316,36.13945578
1,35,3,0,152,40,1014,152.1,60.84,40.56,1216.8,17.31301939
0,42,2,0,163,68,1493.75,224.062,89.625,59.75,1792.498,25.59373706
1,26,3,1,165,58,1320.25,226.918,90.767,60.511,1815.339,21.30394858
0,26,3,0,160,110,1975,296.25,118.5,79,2370,42.96875
1,36,3,0,160,46,1119,167.85,67.14,44.76,1342.8,17.96875
1,29,3,0,145,88,1480.25,222.038,88.815,59.21,1776.302,41.8549346
1,31,2,0,155,73,1382.75,207.412,82.965,55.31,1659.298,30.38501561
0,21,2,0,130,56,1272.5,190.875,76.35,50.9,1527,33.13609467
0,21,3,0,160,42,1320,198,79.2,52.8,1584,16.40625
0,31,3,0,168,51,1410,211.5,84.6,56.4,1692,18.06972789
0,22,3,0,168,110,2045,306.75,122.7,81.8,2454,38.9739229
0,21,3,0,165,80,1731.25,259.688,103.875,69.25,2077.502,29.38475666
0,33,2,0,163,49,1348.75,202.312,80.925,53.95,1618.498,18.44254582
0,23,3,2,165,75,1671.25,323.805,129.522,86.348,2590.44,27.54820937
0,22,3,0,168,105,1995,299.25,119.7,79.8,2394,37.20238095
1,24,4,1,168,81,1579,271.391,108.556,72.371,2171.127,28.69897959
0,23,3,0,163,44,1348.75,202.312,80.925,53.95,1618.498,16.56065339
0,22,3,0,157,117,2046.25,306.938,122.775,81.85,2455.502,47.46642866
0,22,2,0,163,67,1583.75,237.562,95.025,63.35,1900.498,25.21735858
1,24,2,0,160,65,1369,205.35,82.14,54.76,1642.8,25.390625
0,20,3,0,173,114,2126.25,318.938,127.575,85.05,2551.502,38.09014668
1,38,3,0,152,65,1249,187.35,74.94,49.96,1498.8,28.13365651
0,25,3,0,165,40,1311.25,196.688,78.675,52.45,1573.502,14.69237833
0,22,2,1,168,68,1625,279.297,111.719,74.479,2234.375,24.09297052
0,15,2,2,183,95,2023.75,392.102,156.841,104.56,3136.812,28.36752366
0,23,3,2,170,91,1862.5,360.859,144.344,96.229,2886.873,31.48788927
0,22,3,0,170,53,1487.5,223.125,89.25,59.5,1785,18.33910035
1,32,3,0,155,43,1077.75,161.662,64.665,43.11,1293.298,17.89802289
0,26,3,0,178,90,1887.5,283.125,113.25,75.5,2265,28.40550436
1,23,4,0,170,56,1346.5,201.975,80.79,53.86,1615.8,19.37716263
0,22,3,0,163,71,1623.75,243.562,97.425,64.95,1948.498,26.72287252
0,24,3,0,163,120,2103.75,315.562,126.225,84.15,2524.498,45.16541834
0,23,4,4,173,68,1651.25,392.172,156.869,104.579,3137.375,22.72043837
0,22,3,0,173,74,1716.25,257.438,102.975,68.65,2059.502,24.72518293
0,28,2,0,168,52,1435,215.25,86.1,57.4,1722,18.42403628
1,22,2,0,163,67,1417.75,212.662,85.065,56.71,1701.298,25.21735858
1,21,2,0,157,46,1175.25,176.288,70.515,47.01,1410.302,18.66201469
0,31,4,0,155,87,1688.75,253.312,101.325,67.55,2026.498,36.21227888
1,22,2,0,165,52,1280.25,192.038,76.815,51.21,1536.302,19.10009183
1,40,3,0,157,45,1070.25,160.538,64.215,42.81,1284.302,18.25631871
0,27,4,1,185,105,2076.25,356.855,142.742,95.161,2854.837,30.67932798
0,22,3,3,170,62,1577.5,340.148,136.059,90.706,2721.182,21.4532872
0,23,3,0,165,82,1741.25,261.188,104.475,69.65,2089.502,30.11937557
1,23,2,4,152,51,1184,281.2,112.48,74.987,2249.603,22.07409972
0,23,2,0,170,70,1652.5,247.875,99.15,66.1,1983,24.22145329
0,23,4,4,180,74,1755,416.812,166.725,111.15,3334.498,22.83950617
1,23,3,0,157,41,1115.25,167.288,66.915,44.61,1338.302,16.63353483
1,21,3,0,168,45,1234,185.1,74.04,49.36,1480.8,15.94387755
0,23,3,1,173,58,1551.25,266.621,106.648,71.099,2132.967,19.37919743
0,22,4,3,175,75,1738.75,374.918,149.967,99.978,2999.342,24.48979592
0,26,4,1,180,134,2340,402.188,160.875,107.25,3217.502,41.35802469
0,23,3,1,165,82,1741.25,299.277,119.711,79.807,2394.215,30.11937557
0,24,3,0,165,45,1366.25,204.938,81.975,54.65,1639.502,16.52892562
0,39,4,0,152,90,1660,249,99.6,66.4,1992,38.95429363
0,29,3,0,175,76,1713.75,257.062,102.825,68.55,2056.498,24.81632653
1,56,4,0,142,77,1216.5,182.475,72.99,48.66,1459.8,38.18686768
0,23,2,0,165,93,1851.25,277.688,111.075,74.05,2221.502,34.15977961
0,26,3,0,170,93,1867.5,280.125,112.05,74.7,2241,32.1799308
1,28,2,1,155,62,1287.75,221.332,88.533,59.022,1770.658,25.80645161
0,20,2,1,163,75,1673.75,287.676,115.07,76.714,2301.41,28.22838647
1,54,3,0,152,75,1269,190.35,76.14,50.76,1522.8,32.46191136
1,18,4,0,150,54,1226.5,183.975,73.59,49.06,1471.8,24
0,23,3,0,180,135,2365,354.75,141.9,94.6,2838,41.66666667
1,25,3,0,160,60,1314,197.1,78.84,52.56,1576.8,23.4375
0,26,2,1,168,85,1775,305.078,122.031,81.354,2440.622,30.11621315
0,26,3,0,173,53,1486.25,222.938,89.175,59.45,1783.502,17.70857697
1,30,3,0,168,79,1529,229.35,91.74,61.16,1834.8,27.99036281
1,22,4,0,152,54,1219,182.85,73.14,48.76,1462.8,23.37257618
1,23,4,0,165,103,1785.25,267.787,107.115,71.41,2142.298,37.8328742
0,24,3,0,178,91,1907.5,286.125,114.45,76.3,2289,28.72112107
0,22,3,2,173,54,1516.25,293.773,117.509,78.34,2350.188,18.04270106
1,22,2,0,155,76,1457.75,218.662,87.465,58.31,1749.298,31.63371488
0,28,3,0,165,64,1536.25,230.438,92.175,61.45,1843.502,23.50780533
0,20,3,4,168,70,1655,393.062,157.225,104.817,3144.501,24.8015873
0,24,3,1,165,56,1476.25,253.73,101.492,67.661,2029.837,20.56932966
0,25,2,0,165,50,1411.25,211.688,84.675,56.45,1693.502,18.36547291
0,22,3,0,168,51,1455,218.25,87.3,58.2,1746,18.06972789
1,25,3,4,137,44,1010.25,239.934,95.974,63.982,1919.47,23.44291118
0,22,2,0,163,56,1473.75,221.062,88.425,58.95,1768.498,21.07719523
0,28,4,0,163,104,1923.75,288.562,115.425,76.95,2308.498,39.14336257
0,24,3,0,168,52,1455,218.25,87.3,58.2,1746,18.42403628
0,22,3,4,168,80,1745,414.438,165.775,110.517,3315.505,28.3446712
0,16,3,0,178,80,1837.5,275.625,110.25,73.5,2205,25.2493372
0,22,3,0,157,120,2076.25,311.438,124.575,83.05,2491.502,48.68351657
1,22,2,1,160,66,1389,238.734,95.494,63.662,1909.87,25.78125
1,22,3,0,157,43,1140.25,171.038,68.415,45.61,1368.302,17.44492677
1,21,4,2,157,60,1315.25,254.83,101.932,67.955,2038.643,24.34175829
1,36,3,0,152,99,1599,239.85,95.94,63.96,1918.8,42.84972299
1,57,2,0,152,61,1114,167.1,66.84,44.56,1336.8,26.40235457
1,28,3,0,152,57,1219,182.85,73.14,48.76,1462.8,24.67105263
0,21,2,0,175,60,1593.75,239.062,95.625,63.75,1912.498,19.59183673
1,40,3,0,157,90,1520.25,228.038,91.215,60.81,1824.302,36.51263743
0,21,3,2,170,53,1492.5,289.172,115.669,77.112,2313.372,18.33910035
0,23,2,0,168,52,1460,219,87.6,58.4,1752,18.42403628
0,25,3,1,178,68,1672.5,287.461,114.984,76.656,2299.684,21.46193662
0,28,2,0,168,98,1895,284.25,113.7,75.8,2274,34.72222222
0,24,3,0,160,114,2025,303.75,121.5,81,2430,44.53125
0,22,3,1,180,84,1860,319.688,127.875,85.25,2557.502,25.92592593
0,21,4,1,168,54,1490,256.094,102.438,68.292,2048.756,19.13265306
1,59,2,0,157,69,1215.25,182.288,72.915,48.61,1458.302,27.99302203
0,24,3,2,165,62,1536.25,297.648,119.059,79.373,2381.185,22.77318641
0,19,3,4,178,77,1792.5,425.719,170.288,113.525,3405.753,24.30248706
0,29,2,0,173,99,1931.25,289.688,115.875,77.25,2317.502,33.07828528
0,21,2,1,170,52,1482.5,254.805,101.922,67.948,2038.44,17.99307958
1,36,3,0,142,81,1356.5,203.475,81.39,54.26,1627.8,40.17060107
0,22,3,1,180,79,1810,311.094,124.438,82.958,2488.75,24.38271605
0,21,2,1,170,66,1622.5,278.867,111.547,74.365,2230.941,22.83737024
1,20,3,0,163,45,1207.75,181.162,72.465,48.31,1449.298,16.93703188
0,21,3,0,168,48,1430,214.5,85.8,57.2,1716,17.00680272
1,27,3,0,157,99,1675.25,251.288,100.515,67.01,2010.302,40.16390117
1,36,3,0,163,41,1087.75,163.162,65.265,43.51,1305.298,15.43151793
0,24,2,0,180,64,1650,247.5,99,66,1980,19.75308642
0,20,3,0,168,65,1605,240.75,96.3,64.2,1926,23.03004535
0,27,4,0,160,90,1770,265.5,106.2,70.8,2124,35.15625
1,23,4,0,160,65,1374,206.1,82.44,54.96,1648.8,25.390625
0,67,3,0,173,73,1481.25,222.188,88.875,59.25,1777.502,24.39105884
1,26,2,0,155,66,1337.75,200.662,80.265,53.51,1605.298,27.47138398
0,16,3,4,170,77,1757.5,417.406,166.962,111.308,3339.244,26.64359862
1,22,3,0,157,54,1250.25,187.538,75.015,50.01,1500.302,21.90758246
0,21,3,0,165,73,1661.25,249.188,99.675,66.45,1993.502,26.81359045
0,34,3,0,165,103,1896.25,284.438,113.775,75.85,2275.502,37.8328742
